0,0000730000
0,0000056000
0,0000013000
0,0000013000
0,0000110000
0,0000013000
0,0000014000
0,0000011000
0,0000013000
0,0000013000
0,0000010000
0,0000014000
0,0000011000
0,0000014000
0,0000010000
0,0000009000
0,0000011000
0,0000010000
0,0000009000
0,0000023000
0,0000011000
0,0000010000
0,0000011000
0,0000023000
0,0000022000
0,0000011000
0,0000020000
0,0000007000
0,0000009000
0,0000008000
0,0000007000
0,0000019000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000006000
0,0000008000
0,0000007000
0,0000007000
0,0000007000
0,0000008000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000008000
0,0000008000
0,0000007000
0,0000007000
0,0000006000
0,0000007000
0,0000006000
0,0000006000
0,0000007000
0,0000007000
0,0000008000
0,0000008000
0,0000007000
0,0000010000
0,0000042000
0,0000014000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000029000
0,0000007000
0,0000007000
0,0000017000
0,0000007000
0,0000007000
0,0000008000
0,0000024000
0,0000010000
0,0000010000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000007000
0,0000008000
0,0000007000
0,0000006000
0,0000007000
0,0000007000
0,0000008000
0,0000007000
